filename	title	artist	place	date	caption	description	permalink	image_url
45630.jpg	Prince Shōtoku at Age Sixteen	In the Style of Toba Sōjō	Japanese	14th century	Imaginary portraits and legends about the life of Prince Shōtoku (574–622), the foremost proponent of Buddhism in Japan, emerged soon after his death. Based on the prince’s mid-Heian-period biography, this painting portrays him in a form in which he was often revered as a deified historical figure: at the age of sixteen, he prayed for his father, Emperor Yōmei (518–587), to recover from illness. The pose, which belongs to a category of portraiture known as kōyō-zō (images of filial piety), appears in both paintings and sculptures of young Shōtoku, which make up nearly half his extant portraits. Dressed in a monk’s robe, he holds a censer; his hair is arranged in the two loops of a youth and frames boyish, idealized features.	聖徳太子孝養図 (Shotoku Taishi kōyō zu)" Title: Prince Shōtoku at Age Sixteen Artist: In the Style of Toba Sōjō (Japanese, 1053–1140) Period: Nanbokuchō period (1336–92) Date: 14th century Culture: Japan Medium: Hanging scroll; ink, color, and gold on silk Dimensions: Image: 32 1/2 × 20 9/16 in. (82.6 × 52.2 cm)Overall with mounting: 62 7/8 × 21 3/4 in. (159.7 × 55.2 cm)Overall with knobs: 62 7/8 × 24 1/2 in. (159.7 × 62.2 cm) Classification: Paintings Credit Line: H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929 Object Number: 29.100.508	https://www.metmuseum.org/en/art/collection/search/45630	https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_508_06_sf.jpg
45599.jpg	Welcoming Descent of the Bodhisattva Jizō	Unidentified artist		14th century	Veneration of the bodhisattva Jizō (Sanskrit: Kshitagarbha) became widespread during the Kamakura period. Among the iconographies associated with Jizō that originated in this period is this one, in which he manifests in the guise of a monk and rushes through the air to aid the suffering, especially those in hell. Derived from images of the Buddha Amida (Sanskrit: Amitābha) descending to welcome and escort a dying believer to his Pure Land, this painting portrays Jizō surfing the sky on a bank of cloud, his feet upon lotus pedestals. His monk’s robe is decorated with intricate patterns of cut gold. He carries a wishfulfilling jewel and a golden staff with six jangling rings, to announce his arrival.	地蔵菩薩来迎図 Title: Welcoming Descent of the Bodhisattva Jizō Artist: Unidentified artist Period: Kamakura period (1185–1333) Date: 14th century Culture: Japan Medium: Hanging scroll; ink, color, and cut gold on silk Dimensions: Image: 36 1/2 x 15 1/2 in. (92.7 x 39.4 cm)Overall with mounting: 69 1/4 x 23 1/8 in. (175.9 x 58.7 cm)Overall with knobs: 69 1/4 × 25 7/16 in. (175.9 × 64.6 cm) Classification: Paintings Credit Line: H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929 Object Number: 29.100.525	https://www.metmuseum.org/en/art/collection/search/45599	https://images.metmuseum.org/CRDImages/as/mobile-large/DP-26929-002.jpg
45372.jpg	Portrait of Xuanzang (Genjō) with Attendant	In the Style of Kasuga Motomitsu	Japanese	14th century	The Chinese monk Xuanzang (602–664), known as Genjō in Japan, translated a major body of Buddhist scripture from Sanskrit into Chinese. In Japan, he was honored as patriarch of the Hossō (Chinese: Faxiang) sect, and this painting would have been displayed by its monastic owners to validate the lineage and authority of their temple. Both Xuanzang’s mission to transmit the teachings and the painting that authenticates this transmission testify to the importance of lineage in Buddhist sects. Lineage is equally significant in the transmission of art and craft techniques in Japan, demonstrating a kinship between religious and artistic paradigms. Here, Xuanzang is depicted with an Indian acolyte, a reference to his travels to India in search of Buddhist teachings. The monk’s features are portrayed in taut “iron wire” lines derived from a Tang dynasty (618–907) representational mode used to connote venerable status.	伝春日基光筆 玄奘三蔵像 Title: Portrait of Xuanzang (Genjō) with Attendant Artist: In the Style of Kasuga Motomitsu (Japanese, active early 11th century) Period: Kamakura period (1185–1333) Date: 14th century Culture: Japan Medium: Hanging scroll; ink and color on silk Dimensions: Image: 48 3/4 x 29 1/4 in. (123.8 x 74.3 cm)Overall with mounting: 87 1/2 x 37 1/2 in. (222.3 x 95.3 cm)Overall with knobs: 87 1/2 x 39 1/2 in. (222.3 x 100.3 cm) Classification: Paintings Credit Line: H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929 Object Number: 29.160.29	https://www.metmuseum.org/en/art/collection/search/45372	https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15580-007.jpg
45591.jpg	Shaka Nyorai		Japan	14th century	Shaka Nyorai, or the historical Buddha Shakyamuni (the sage of the Shakya tribe who attained enlightenment), lived in India from about 563 to 483 B.C. He is portrayed here sitting cross-legged on a lotus throne above a five-tiered hexagonal pedestal. The most fundamental doctrine of Buddhism, Turning the Wheel of the Law, is embodied in Shaka's hand gesture, the mudra of preaching. He is illuminated by double disks of halos and by gold applied to his face and body. His robes drape gracefully over the throne. The strong frontality and symmetry enhance the strength of this devotional image.	釈迦如来像 Title: Shaka Nyorai Period: Nanbokuchō period (1336–92) Date: 14th century Culture: Japan Medium: Hanging scroll; ink, color, and gold on silk Dimensions: Image: 50 1/2 × 21 in. (128.3 × 53.3 cm)Overall with mounting: 85 1/2 × 28 in. (217.2 × 71.1 cm)Overall with knobs: 85 1/2 × 30 1/8 in. (217.2 × 76.5 cm) Classification: Paintings Credit Line: H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929 Object Number: 29.160.31	https://www.metmuseum.org/en/art/collection/search/45591	https://images.metmuseum.org/CRDImages/as/mobile-large/DP231181.jpg
45601.jpg	The Bodhisattva Jizō “Looking Back”	Unidentified artist		14th century	The merciful bodhisattva Jizō (Sanskrit: Kshitigarbha) is shown leading a soul to paradise. Standing atop a cloud, with his left foot forward, a golden staff held against his shoulder, and wearing garments rich with delicate patterns in cut gold leaf, he turns to gaze at his follower with gentle vigilance. Popularly known as the Mikaeri Jizō (“Jizō looking back”), this type of image poignantly reflects faith in the bodhisattva’s merciful guidance through the sufferings of the six realms of existence (rokudō) to the bliss of Amida Buddha’s Western Paradise.	見返り地蔵菩薩図 Title: The Bodhisattva Jizō “Looking Back” Artist: Unidentified artist Period: Nanbokuchō period (1336–92) Date: 14th century Culture: Japan Medium: Hanging scroll; ink, color, gold paint (kindei), and cut gold on silk Dimensions: Image: 33 1/4 x 14 1/2 in. (84.5 x 36.8 cm)Overall with mounting: 63 9/16 x 20 9/16 in. (161.4 x 52.2 cm)Overall with knobs: 64 9/16 x 22 7/16 in. (164 x 57 cm) Classification: Paintings Credit Line: H. O. Havemeyer Collection, Gift of Mrs. J. Watson Webb, 1930 Object Number: 30.72.2	https://www.metmuseum.org/en/art/collection/search/45601	https://images.metmuseum.org/CRDImages/as/mobile-large/DP-1382-002.jpg
45249.jpg	Welcoming Descent of Amida and Bodhisattvas	Unidentified artist		late 14th century	Like many of the works of art created to represent the Pure Land belief in salvation through faith, raigō ("welcoming descent") paintings like this one were indispensable religious furnishings at the time of death. Such raigo paintings depict the scene in which Amida (Sanskrit: Amitabha) and his attendants descend from heaven to take a believer back to the Western Paradise on a lotus throne. The scrolls were often hung by the bedside of the dying to ensure the prospect of rebirth in paradise. Since traditionally the dying lay with their heads to the north and their faces turned west, raigō paintings usually depict the Buddha and his entourage coming from the upper left down toward the lower right so as to meet the gaze of the dying. Sometimes silken cords were attached to Buddha's hand, offering the dying physical assistance during the journey to paradise.	阿弥陀聖衆来迎図 Title: Welcoming Descent of Amida and Bodhisattvas Artist: Unidentified artist Period: Nanbokuchō period (1336–92) Date: late 14th century Culture: Japan Medium: Hanging scroll; ink, color, and gold on silk Dimensions: Image: 65 3/4 × 33 1/2 in. (167 × 85.1 cm)Overall with mounting: 8 ft. 3 1/2 in. × 39 1/2 in. (252.7 × 100.3 cm)Overall with knobs: 8 ft. 3 1/2 in. × 42 1/4 in. (252.7 × 107.3 cm) Classification: Paintings Credit Line: Gift of Abby Aldrich Rockefeller, 1942 Object Number: 42.25.37	https://www.metmuseum.org/en/art/collection/search/45249	https://images.metmuseum.org/CRDImages/as/mobile-large/DT5220.jpg
45610.jpg	One of the Twelve Celestial Guardians		Japan	second half 14th century	The Twelve Celestial Guardians, or Jūni-ten, are a force of protective deities worshipped in some schools of Buddhism. All are derived from Indian gods. Shown here from left to right are the lunar deity Gatten (Candra), the wind god Fūten (Vayu), and Bonten (Brahma), the god at the origin of all things. Originally from a suite of twelve, they would have been used to safeguard a ritual space.	月天·風天·梵天 （十二天像の内） Title: One of the Twelve Celestial Guardians Period: Nanbokuchō (1336–92) or Muromachi (1392–1573) period Date: second half 14th century Culture: Japan Medium: Hanging scroll (from a set of twelve) mounted as framed panel; ink, color, and gold on silk Dimensions: 39 x 16 in. (99.1 x 40.6 cm) Classification: Paintings Credit Line: Gift of Susan Dwight Bliss, 1944 Object Number: 44.35.3	https://www.metmuseum.org/en/art/collection/search/45610	https://images.metmuseum.org/CRDImages/as/mobile-large/44_35_3_O1_sf.jpg
45609.jpg	One of the Twelve Celestial Guardians		Japan	second half 14th century	The Twelve Celestial Guardians, or Jūni-ten, are a force of protective deities worshipped in some schools of Buddhism. All are derived from Indian gods. Shown here from left to right are the lunar deity Gatten (Candra), the wind god Fūten (Vayu), and Bonten (Brahma), the god at the origin of all things. Originally from a suite of twelve, they would have been used to safeguard a ritual space.	月天·風天·梵天 （十二天像の内） Title: One of the Twelve Celestial Guardians Period: Nanbokuchō (1336–92) or Muromachi (1392–1573) period Date: second half 14th century Culture: Japan Medium: Hanging scroll (from a set of twelve) mounted as framed panel; ink, color, and gold on silk Dimensions: 39 x 16 in. (99.1 x 40.6 cm) Classification: Paintings Credit Line: Gift of Susan Dwight Bliss, 1944 Object Number: 44.35.4	https://www.metmuseum.org/en/art/collection/search/45609	https://images.metmuseum.org/CRDImages/as/mobile-large/44_35_4_O1_sf.jpg
45608.jpg	One of the Twelve Celestial Guardians		Japan	second half 14th century	The Twelve Celestial Guardians, or Jūni-ten, are a force of protective deities worshipped in some schools of Buddhism. All are derived from Indian gods. Shown here from left to right are the lunar deity Gatten (Candra), the wind god Fūten (Vayu), and Bonten (Brahma), the god at the origin of all things. Originally from a suite of twelve, they would have been used to safeguard a ritual space.	月天·風天·梵天 （十二天像の内） Title: One of the Twelve Celestial Guardians Period: Nanbokuchō (1336–92) or Muromachi (1392–1573) period Date: second half 14th century Culture: Japan Medium: Hanging scroll (from a set of twelve) mounted as framed panel; ink, color, and gold on silk Dimensions: 39 x 16 in. (99.1 x 40.6 cm) Classification: Paintings Credit Line: Gift of Susan Dwight Bliss, 1944 Object Number: 44.35.5	https://www.metmuseum.org/en/art/collection/search/45608	https://images.metmuseum.org/CRDImages/as/mobile-large/44_35_5_O1_sf.jpg
45238.jpg	Portrait of Jion Daishi (Guiji)		Japan	14th century	Guiji (632–682), a Chinese Buddhist monk of the Tang dynasty, transmitted the Hossō sect teachings to Japan (where he is known as Jion Daishi) and translated Buddhist scripture. He was the most accomplished of the disciples of Xuanzang (602–664), whose portrait is displayed in this exhibition. Portraits of venerated monks were hung in temples and connected followers to a heritage of rigorous thought and exemplary deeds. Religious genealogy reinforced the legitimacy of the institutions. The same ideology informed the arts in Japan. This scroll is an adaptation of a seated portrait used in the Jion-e memorial rites at Yakushiji temple in Nara. The archaic line style, derived from Tang dynasty conventions, enhances the intensity of the figure. The combination of monumentality and humanity is a classic expression of religious portraiture, in which conveying character is more important than achieving a physical likeness.	慈恩大師像 Title: Portrait of Jion Daishi (Guiji) Period: Kamakura period (1185–1333) Date: 14th century Culture: Japan Medium: Hanging scroll; ink and color on silk Dimensions: Image: 59 1/4 x 30 1/4 in. (150.5 x 76.8 cm)Overall with mounting: 99 x 38 1/4 in. (251.5 x 97.2 cm)Overall with knobs: 100 3/4 x 41 in. (255.9 x 104.1 cm) Classification: Paintings Credit Line: Rogers Fund, 1950 Object Number: 50.137	https://www.metmuseum.org/en/art/collection/search/45238	https://images.metmuseum.org/CRDImages/as/mobile-large/DP-12378-002.jpg
44849.jpg	“Universal Gateway,” Chapter 25 of the Lotus Sutra	Calligrapher: Sugawara Mitsushige	Japanese	dated 1257	This scroll, with thirty-four images from the Lotus Sutra’s “Universal Gateway of the Bodhisattva Perceiver of the World’s Sounds,” is the earliest known painted version, in one handscroll, of this litany praising the manifold mercies of the bodhisattva Kannon (Sanskrit: Avalokiteshvara). This chapter with illustrations, singled out for special worship, was popular in China as early as the Tang dynasty. A Song-dynasty printed version reached Japan by the thirteenth century.According to the calligrapher’s inscription, this scroll, made in 1257, was modeled after a Song printed book of 1208, which in turn was based on a painted scroll. No Chinese model for this scroll has been discovered, but many similar printed versions from later periods are preserved in China and Japan. The anonymous artist who transformed the Chinese original into a painted handscroll inventively incorporated indigenous yamato-e elements, especially in the landscapes.	『妙法蓮華経』「観世音菩薩普門品」 Title: “Universal Gateway,” Chapter 25 of the Lotus Sutra Artist: Calligrapher: Sugawara Mitsushige (Japanese, active mid- 13th century) Period: Kamakura period (1185–1333) Date: dated 1257 Culture: Japan Medium: Handscroll; ink, color, and gold on paper Dimensions: Overall with mounting: 9 11/16 in. × 30 ft. 8 1/16 in. (24.6 × 934.9 cm) Classification: Paintings Credit Line: Purchase, Louisa Eldridge McBurney Gift, 1953 Object Number: 53.7.3	https://www.metmuseum.org/en/art/collection/search/44849	https://images.metmuseum.org/CRDImages/as/mobile-large/DP232567_CRD.jpg
